正反同义标签,格式标签,否定式,肯定式
0,不要太a,但你须用趾尖爬，膝髁不要太用力；裤子擦着沙石，就要更破烂，不但可怜的灾民的女儿受不着实惠，并且连你的精神都白扔了。,但你须用趾尖爬，膝髁太用力；裤子擦着沙石，就要更破烂，不但可怜的灾民的女儿受不着实惠，并且连你的精神都白扔了。
0,不要太a,他坚信是金子自然会闪光的，况且他的自身条件不错，只要对方的身高不要太高挑就是了。,他坚信是金子自然会闪光的，况且他的自身条件不错，只要对方的身高太高挑就是了。
0,不要太a,是我，大概说必须睡一睡明天一早到巴黎不要太疲劳。他坐在靠近门口的地方。,是我，大概说必须睡一睡明天一早到巴黎太疲劳。他坐在靠近门口的地方。
0,不要太a,不要太激动嘛。,太激动嘛。
0,不要太a,不要太调皮！实玖很胆小的！,太调皮！实玖很胆小的！
0,不要太a,不要太笨重的，明天一早我在西城门等你。,太笨重的，明天一早我在西城门等你。
0,不要太a,不要太认真了，人生就这么回事，要——要——及时行乐！,太认真了，人生就这么回事，要——要——及时行乐！
0,不要太a,不要太放肆了！,太放肆了！
0,不要太a,不要太紧张，该是属于你的就是你的，无涯海角也跑不掉。,太紧张，该是属于你的就是你的，无涯海角也跑不掉。
0,不要太a,不要太激动喔！,太激动喔！
0,不要太a,不要太严肃，吃素有益健康，这菜可是……呃！,太严肃，吃素有益健康，这菜可是……呃！
0,不要太a,不要太自私，要为你的孩子想一想，不要为自己想，天下好男人多的是，何必就单恋这棵草呢？,太自私，要为你的孩子想一想，不要为自己想，天下好男人多的是，何必就单恋这棵草呢？
0,不要太a,不要太麻烦就好。,太麻烦就好。
0,不要太a,不要太过分，你怎么随便就开口骂人。,太过分，你怎么随便就开口骂人。
0,不要太a,不要太大意！”梅杏雨道：“难道你也相信这是夏侯杰低声道：“神迹固不足信，这些异征却不可忽略，也许其中会有着什么阴谋！,太大意！”梅杏雨道：“难道你也相信这是夏侯杰低声道：“神迹固不足信，这些异征却不可忽略，也许其中会有着什么阴谋！
0,不要太a,不要太残忍！火车终于到了台北，他挤出车站，李思洁一把抓住他，泪眼模糊的喊：“他们又提前了一班飞机，就怕你赶回来阻止！,太残忍！火车终于到了台北，他挤出车站，李思洁一把抓住他，泪眼模糊的喊：“他们又提前了一班飞机，就怕你赶回来阻止！
0,不要太a,不要太难过了，退一步想，娘走得很平静很安详，也是一种幸福！,太难过了，退一步想，娘走得很平静很安详，也是一种幸福！
0,不要太a,不要太重！我认输了！,太重！我认输了！
0,不要太a,＂不要太激动，嗯？,＂太激动，嗯？
0,不要太a,＂不要太过分，别真的把人家吓到了。,＂太过分，别真的把人家吓到了。
0,不要太a,＂不要太自信了。,＂太自信了。
0,不要太a,（不要太紧张，我很善良）偷偷告诉你们，今年度将会两个月出一本书，因为已面临七月“烤”季。,（太紧张，我很善良）偷偷告诉你们，今年度将会两个月出一本书，因为已面临七月“烤”季。
0,不要太a,２、把熔化后的蜂蜡放入窗纱制成的中（不要太实），捆好口放入锅中用锅筚压紧，但不要压太实，然后加水，没过５ｃｍ左右即可。,２、把熔化后的蜂蜡放入窗纱制成的中（太实），捆好口放入锅中用锅筚压紧，但不要压太实，然后加水，没过５ｃｍ左右即可。
0,不要太a,评价要以鼓励、表扬为主，以个体为主（具体到人），以模糊为主（不要太细），多让学生相互评价，自我评价。,评价要以鼓励、表扬为主，以个体为主（具体到人），以模糊为主（太细），多让学生相互评价，自我评价。
0,不要太a,从墨盒的注墨孔注入（不要太多），然后用力甩动墨盒，让水下沉到出墨口。,从墨盒的注墨孔注入（太多），然后用力甩动墨盒，让水下沉到出墨口。
0,不要太a,如已发生中暑，就应该立刻把病人抬到树荫下或阴凉通风的地方，解开衣服用凉水（不要太冷）遍擦全身；发高烧时，要用毛巾浸冷水敷在头部，并给病人喝些凉的盐开水。,如已发生中暑，就应该立刻把病人抬到树荫下或阴凉通风的地方，解开衣服用凉水（太冷）遍擦全身；发高烧时，要用毛巾浸冷水敷在头部，并给病人喝些凉的盐开水。
0,不要太a,同意这样做，请安文同志根据此项意见用中央名义起草一个简单的指示（不要太长）”。,同意这样做，请安文同志根据此项意见用中央名义起草一个简单的指示（太长）”。
0,不要太a,２．６从２２日左右才开始少量添加青草（不要太嫩），随后量逐渐增加。,２．６从２２日左右才开始少量添加青草（太嫩），随后量逐渐增加。
0,不要太a,群众说“好”，不要太高兴；群众说“不好”，以后改进嘛。,群众说“好”，太高兴；群众说“不好”，以后改进嘛。
0,不要太a,“当然，你演得很好，只不过记不起对白，你只要放松一下，不要太紧张。”“我第一次听见有人说我有演戏天才，我一直认为自己只有一副面孔，根本不会演戏。,“当然，你演得很好，只不过记不起对白，你只要放松一下，太紧张。”“我第一次听见有人说我有演戏天才，我一直认为自己只有一副面孔，根本不会演戏。
0,不要太a,在炭酸化中要注意使进入室内的废气温度保持在一百度以下，不要太热。排废气的烟囱要从墙边伸出，避免水滴在煤球上。,在炭酸化中要注意使进入室内的废气温度保持在一百度以下，太热。排废气的烟囱要从墙边伸出，避免水滴在煤球上。
0,不要太a,在比赛中，不要太多地想奖牌，应该多想想如何打好比赛，把自己最佳的状态发挥出来。,在比赛中，太多地想奖牌，应该多想想如何打好比赛，把自己最佳的状态发挥出来。
0,不要太a,总之，不要太心急。‘容克地主史密特，真的，夏天会回来的！,总之，太心急。‘容克地主史密特，真的，夏天会回来的！
0,不要太a,有的家长在接受调查时感到莫名其妙：“向银行贷款读书，不要太可笑。”本市某高校负责学生工作的老师认为，现在学校收费还远远低于成本，将来一旦学费上涨，有贷款需要的学生势必增加，而如何使助学贷款走得离学生和家长更近些，让学生和家长改变对助学贷款的看法则显得越来越重要了。,有的家长在接受调查时感到莫名其妙：“向银行贷款读书，太可笑。”本市某高校负责学生工作的老师认为，现在学校收费还远远低于成本，将来一旦学费上涨，有贷款需要的学生势必增加，而如何使助学贷款走得离学生和家长更近些，让学生和家长改变对助学贷款的看法则显得越来越重要了。
0,不要太a,”青狼兴味浓厚地朝她眨眨眼，“以后大家都是一家人了，不要太拘束。”被他这么一说，汪水薰马上收回笑容，别扭又不自在地走回桥头。,”青狼兴味浓厚地朝她眨眨眼，“以后大家都是一家人了，太拘束。”被他这么一说，汪水薰马上收回笑容，别扭又不自在地走回桥头。
0,不要太a,可以了，不要太贪婪，人不能什么都有。,可以了，太贪婪，人不能什么都有。
0,不要太a,”“孩子，时代也不同了，不要太古板，古代的武则天，不是先嫁了父亲，然后又再嫁儿子？,”“孩子，时代也不同了，太古板，古代的武则天，不是先嫁了父亲，然后又再嫁儿子？
0,不要太a,看着平衡了的五行能量球，李玄终于露出了一丝微笑，真是好险白费力地说：“大家收起五行珠，开始吸取能量，不过请大家注意了，不要太贪心，吸多了可是对身体不好的！,看着平衡了的五行能量球，李玄终于露出了一丝微笑，真是好险白费力地说：“大家收起五行珠，开始吸取能量，不过请大家注意了，太贪心，吸多了可是对身体不好的！
0,不要太a,简洁明了，不要太多装饰，便于快速打开网；首页内容全面，减少网层次；页面充实丰满，字体适宜，易于观看，方便下载和直接打印。,简洁明了，太多装饰，便于快速打开网；首页内容全面，减少网层次；页面充实丰满，字体适宜，易于观看，方便下载和直接打印。
0,不要太a,”“寒雪，人已经死了，不要太伤心吧，要保重身体。,”“寒雪，人已经死了，太伤心吧，要保重身体。
0,不要太a,★★★丁舒恩在陈峰铭的陪同下，采购宝宝要用的东西，累了一天，陈峰铭关心地问：“恩恩，这几天就要生了，不要太累，早点儿歇息。,★★★丁舒恩在陈峰铭的陪同下，采购宝宝要用的东西，累了一天，陈峰铭关心地问：“恩恩，这几天就要生了，太累，早点儿歇息。
0,不要太a,”“算了，不要太激动，”于苏斯说。,”“算了，太激动，”于苏斯说。
