1,婉华的眼珠子差点儿没吓掉了，直盯着她眼前那“孔雀”瞧个不停。,婉华的眼珠子差点儿吓掉了，直盯着她眼前那“孔雀”瞧个不停。,,,
1,葛雪贞则差点没喷饭！,葛雪贞则差点喷饭！,,,
1,”杨朝翔在征求师父同意后，隔目中午即到红绡房内向她求在门外窃听的段逸轩听了差点没抡起拳头揍人，杨朝翔好大的胆子，居然敢向他的女人求婚！,”杨朝翔在征求师父同意后，隔目中午即到红绡房内向她求在门外窃听的段逸轩听了差点抡起拳头揍人，杨朝翔好大的胆子，居然敢向他的女人求婚！,,,
1,听见她想帮他上药，易幻生差点没狂笑出声，她以为施以小小恩惠就能博得他的感激吗？,听见她想帮他上药，易幻生差点狂笑出声，她以为施以小小恩惠就能博得他的感激吗？,,,
1,秦月嫦提起往事让快乐气得差点没跳脚，原本要发飙的她感受到鸿毅给她的支持，马上让情绪镇定下来。,秦月嫦提起往事让快乐气得差点跳脚，原本要发飙的她感受到鸿毅给她的支持，马上让情绪镇定下来。,,,
1,”众人差点没昏倒在地，“小朋友！,”众人差点昏倒在地，“小朋友！,,,
1,”念奴差点没拍桌大喊。,”念奴差点拍桌大喊。,,,
1,我对这方面的故事特别有兴趣，有一阵子镇日躲在中央图书馆里啃古书，差点没变成书虫！,我对这方面的故事特别有兴趣，有一阵子镇日躲在中央图书馆里啃古书，差点变成书虫！,,,
1,几天前港口边找到一具男尸，凯罗立刻疯了似地跑去看，等到确定不是葛无忧和崇焕然的时候，她还差点没当场感谢天地。,几天前港口边找到一具男尸，凯罗立刻疯了似地跑去看，等到确定不是葛无忧和崇焕然的时候，她还差点当场感谢天地。,,,
1,他不相信的用力掐自己一把，差点没痛呼出声。,他不相信的用力掐自己一把，差点痛呼出声。,,,
1,”小喜一听，差点没晕过去！,”小喜一听，差点晕过去！,,,
1,李大娘一看见宋沐荞差点没昏倒，她出现只会使事情更糟，想叫宋沐荞退到一边，她却不予理会。,李大娘一看见宋沐荞差点昏倒，她出现只会使事情更糟，想叫宋沐荞退到一边，她却不予理会。,,,
1,杜立风差点没昏过去。,杜立风差点昏过去。,,,
1,”他差点没有口吐白沫，这两支加起来将近一千西西的东西打进他的体内他还走得出这间诊所吗？,”他差点口吐白沫，这两支加起来将近一千西西的东西打进他的体内他还走得出这间诊所吗？,,,
1,“白老爷子，你说，这展靖白是不是有些过分，这有情无情也不说个清楚分明，浮在那故弄玄虚，吊人胃口，急得我差点没抡着一双小拳头，去找他理论，骂他个三天三夜！,“白老爷子，你说，这展靖白是不是有些过分，这有情无情也不说个清楚分明，浮在那故弄玄虚，吊人胃口，急得我差点抡着一双小拳头，去找他理论，骂他个三天三夜！,,,
1,林森列了一串既严且苛的条件，差点没叫人画张像在大街小巷，以寻找合适的产品代言人。,林森列了一串既严且苛的条件，差点叫人画张像在大街小巷，以寻找合适的产品代言人。,,,
1,邱柏超对他大哥长大哥短的，差点没感激涕零，他也答应他了，却自私的希望雪儿会断然拒绝。,邱柏超对他大哥长大哥短的，差点感激涕零，他也答应他了，却自私的希望雪儿会断然拒绝。,,,
1,”雪儿翻个白眼，差点没气昏过去。,”雪儿翻个白眼，差点气昏过去。,,,
1,＂官采丹平日柔媚的形象不定存在，她叉起腰来，怒瞪着闯进她潇湘楼的众人，眼珠子差点没飞出来当暗器使用。,＂官采丹平日柔媚的形象不定存在，她叉起腰来，怒瞪着闯进她潇湘楼的众人，眼珠子差点飞出来当暗器使用。,,,
1,＂宋婕被他的眼神看得差点没钻进雪地里把自己深深藏起，感到羞不可抑。,＂宋婕被他的眼神看得差点钻进雪地里把自己深深藏起，感到羞不可抑。,,,
1,她睁开眼看见一桌子的食物，舌头差点没打结。,她睁开眼看见一桌子的食物，舌头差点打结。,,,
1,花心俱乐部的成员闻言你看看我我看看你，都不知道郭熙葫芦里究竟卖的是什么药，不过他们并没有迷惑太久，当一个个被介绍到评审席就座的评审们都就定位之后，他们终于知道自己花了一大笔冤枉钱，却半句话也不敢吭，闷得差点没大吼。,花心俱乐部的成员闻言你看看我我看看你，都不知道郭熙葫芦里究竟卖的是什么药，不过他们并没有迷惑太久，当一个个被介绍到评审席就座的评审们都就定位之后，他们终于知道自己花了一大笔冤枉钱，却半句话也不敢吭，闷得差点大吼。,,,
1,”花小同屁股朝天，眼睛差点没瞪成斗鸡眼。,”花小同屁股朝天，眼睛差点瞪成斗鸡眼。,,,
1,滕冲之的嘴张得好大，下巴差点没掉到地上。,滕冲之的嘴张得好大，下巴差点掉到地上。,,,
1,”红子与理原差点没跌破眼镜。,”红子与理原差点跌破眼镜。,,,
1,他朝我＂嘿＂了一声，我惊得差点没跳起来。,他朝我＂嘿＂了一声，我惊得差点跳起来。,,,
1,＂我差点没轰笑出来，什麽奇怪的论调？,＂我差点轰笑出来，什麽奇怪的论调？,,,
1,每次南宫隼一出场，他就是这副差点没屁滚尿流的样子开溜。,每次南宫隼一出场，他就是这副差点屁滚尿流的样子开溜。,,,
1,曹子婕差点没捧腹大笑，他的形容词可真绝。,曹子婕差点捧腹大笑，他的形容词可真绝。,,,
1,”他瞄着细细的剑身，差点没头昏眼花。,”他瞄着细细的剑身，差点头昏眼花。,,,
1,范舒荷拚命的点头，用力之大，差点没扭到脖子。,范舒荷拚命的点头，用力之大，差点扭到脖子。,,,
1,”解开衣服，看到卓航身上大大小小的刀伤，谭茵差点没昏倒。,”解开衣服，看到卓航身上大大小小的刀伤，谭茵差点昏倒。,,,
1,”范舒荷一听，高兴得差点没跳起来抱著他亲。,”范舒荷一听，高兴得差点跳起来抱著他亲。,,,
1,老妈急著抱孙，整天叫我想办法，逼得我差点没发疯。,老妈急著抱孙，整天叫我想办法，逼得我差点发疯。,,,
1,”范舒荷的眼珠子差点没蹦出来。,”范舒荷的眼珠子差点蹦出来。,,,
1,“雨”感激得差点没涕泪纵下，要不是会议室里实在太多人了，他真想大方的赐给他们每人一个响亮、啧啧有声的“ㄅ”，以示内心满怀的感激。,“雨”感激得差点涕泪纵下，要不是会议室里实在太多人了，他真想大方的赐给他们每人一个响亮、啧啧有声的“ㄅ”，以示内心满怀的感激。,,,
1,”阙尚风听得差点没吐血，“等等！,”阙尚风听得差点吐血，“等等！,,,
1,”小舞拉开门，闻言差点没咬到舌头，“小梅，这个名词又是你发明的？,”小舞拉开门，闻言差点咬到舌头，“小梅，这个名词又是你发明的？,,,
1,”她的眼珠子差点没凸出来。,”她的眼珠子差点凸出来。,,,
1,”钱老爷气得差点没吐血，丢下这句话便转身离去，免得亲手掐死钱卫然这个兔崽子。,”钱老爷气得差点吐血，丢下这句话便转身离去，免得亲手掐死钱卫然这个兔崽子。,,,
1,钱雅蓉差点没动手杀人。,钱雅蓉差点动手杀人。,,,
1,要不是舍不得离开她，刚刚听她讲完阿溏那小子的恶行，他差一点没直冲到江家去扁人。,要不是舍不得离开她，刚刚听她讲完阿溏那小子的恶行，他差一点直冲到江家去扁人。,,,
1,差点没将尹红豆给挤跌在床上。,差点将尹红豆给挤跌在床上。,,,
1,管星野差点没昏倒，结结巴巴地追问道：“你……你……刚……刚……是……是……在……在……说……说‘Ｍｒ．Ｍｅｎｔｏ吧！,管星野差点昏倒，结结巴巴地追问道：“你……你……刚……刚……是……是……在……在……说……说‘Ｍｒ．Ｍｅｎｔｏ吧！,,,
1,”吃痛的麦肯连恩连忙抽开被咬的手臂，而另一只抓住她头发的手则死命地加大力道，像是想把她的头发一把扯下似的，痛得乔若的眼泪差点儿没掉下来。,”吃痛的麦肯连恩连忙抽开被咬的手臂，而另一只抓住她头发的手则死命地加大力道，像是想把她的头发一把扯下似的，痛得乔若的眼泪差点儿掉下来。,,,
1,屈之介的大笑声追在她的身后，差点没吓坏杵在一旁等着宠幸的林秘书。,屈之介的大笑声追在她的身后，差点吓坏杵在一旁等着宠幸的林秘书。,,,
1,”长翘的睫毛跟着动了动，差点没动出他的毛手毛脚来。,”长翘的睫毛跟着动了动，差点动出他的毛手毛脚来。,,,
1,一踏人前院便看见心爱的紫檀木桌椅的尸体，差点没有当场跪地落泪。,一踏人前院便看见心爱的紫檀木桌椅的尸体，差点当场跪地落泪。,,,
1,”少允故意用不屑的目先扫过语兰的身体，差点没教她火冒三丈。,”少允故意用不屑的目先扫过语兰的身体，差点教她火冒三丈。,,,
1,她盼了好久，就是盼着这两个亭亭玉立的女儿早日有男朋友，乍然听到子蔷在谈恋爱，差点没兴奋得昏倒。,她盼了好久，就是盼着这两个亭亭玉立的女儿早日有男朋友，乍然听到子蔷在谈恋爱，差点兴奋得昏倒。,,,
1,”“你……”尉赫哲差点没有朝盛子蔷的耳朵大吼。,”“你……”尉赫哲差点朝盛子蔷的耳朵大吼。,,,
1,＂董月菱差点没起立的鼓掌。,＂董月菱差点起立的鼓掌。,,,
1,”大宝抓紧托盘，差点没糕饼、热茶满天飞。,”大宝抓紧托盘，差点糕饼、热茶满天飞。,,,
1,”穿桃红色的丫鬟差点没口吐白沫，当场给她昏死过去，“你——”真是会被她给气死，“二少爷同尹红姑娘成亲那天，你还特地从钱庄那赶回来喝喜酒的，你竟然给忘了？,”穿桃红色的丫鬟差点口吐白沫，当场给她昏死过去，“你——”真是会被她给气死，“二少爷同尹红姑娘成亲那天，你还特地从钱庄那赶回来喝喜酒的，你竟然给忘了？,,,
1,胡莲衣听了差点没昏倒。,胡莲衣听了差点昏倒。,,,
1,若若闻言，差点没气晕，伸手夺过他手里的酒碗。,若若闻言，差点气晕，伸手夺过他手里的酒碗。,,,
1,紫仙亦凑过来看，却差点没晕倒。,紫仙亦凑过来看，却差点晕倒。,,,
1,茶铺子的茶郎跷着二郎腿坐在板凳上打蚊子、赶苍蝇，一阵暖风徐徐吹来，差点没舒服的合起眼皮。,茶铺子的茶郎跷着二郎腿坐在板凳上打蚊子、赶苍蝇，一阵暖风徐徐吹来，差点舒服的合起眼皮。,,,
1,＂猛然瞧见少妇怀里的小娃儿，他惊讶得差点没跳起来。,＂猛然瞧见少妇怀里的小娃儿，他惊讶得差点跳起来。,,,
1,书僮大雁一听，差点没说：老茶郎＂卖瓜＂，公子还帮他卖。,书僮大雁一听，差点说：老茶郎＂卖瓜＂，公子还帮他卖。,,,
1,那野兔在惊觉自己闯进了什么地方后，差点没吓晕过去。,那野兔在惊觉自己闯进了什么地方后，差点吓晕过去。,,,
1,被禁足近半个月的寒梅此刻宛如脱缰的野马，呼吸着瞪违十余日的自由空气，让她高兴的差点没将小船撑歪，与河道上往来的船只擦撞，幸亏她反应快，急忙将船撑正，否则难保自己不会被撞下船，掉进河道里。,被禁足近半个月的寒梅此刻宛如脱缰的野马，呼吸着瞪违十余日的自由空气，让她高兴的差点将小船撑歪，与河道上往来的船只擦撞，幸亏她反应快，急忙将船撑正，否则难保自己不会被撞下船，掉进河道里。,,,
