1,两年后他高兴地说，第一口差点没吐，后来一次能喝三大碗。,两年后他高兴地说，第一口差点吐，后来一次能喝三大碗。
1,＂怎么说能成为皇亲国戚，那都是打着灯笼找不着，巴结不来的大喜事，嫁给缙王，可是飞上枝头做凤凰哩，可听路夫人言下之意，路家两老对这门天上掉下来的好事，似乎看做是路家大事来处理，差点没教芮儿摔倒在地。,＂怎么说能成为皇亲国戚，那都是打着灯笼找不着，巴结不来的大喜事，嫁给缙王，可是飞上枝头做凤凰哩，可听路夫人言下之意，路家两老对这门天上掉下来的好事，似乎看做是路家大事来处理，差点教芮儿摔倒在地。
1,”蓝宛瑜差点没跪下来拜谢天地，庆幸小雅的如意算盘没打成。,”蓝宛瑜差点跪下来拜谢天地，庆幸小雅的如意算盘没打成。
1,”宝宝差点没告诉他：“我扮女人才需担心扮得不像，扮男人是我打生下来便习以为常的事，连‘假装’都不必了。,”宝宝差点告诉他：“我扮女人才需担心扮得不像，扮男人是我打生下来便习以为常的事，连‘假装’都不必了。
1,老爹宠爱她，师兄容忍她，姊姊疼惜她，而这三个人各掌握了一股不小的势力，三股势力像一张张的护网围拥着她，她差点没高歌：“我啥米拢妩惊。,老爹宠爱她，师兄容忍她，姊姊疼惜她，而这三个人各掌握了一股不小的势力，三股势力像一张张的护网围拥着她，她差点高歌：“我啥米拢妩惊。
1,皮包一提，她跳了下去．差点没从扶手上滑坐下来。,皮包一提，她跳了下去．差点从扶手上滑坐下来。
1,她一上了十五楼就被牢牢拱在手心当珍宝，简直教她差点没傻眼。,她一上了十五楼就被牢牢拱在手心当珍宝，简直教她差点傻眼。
1,她突地伸手要抓他右手掌，但扑了个空，整个人差点没跌到茶几上。,她突地伸手要抓他右手掌，但扑了个空，整个人差点跌到茶几上。
1,老江放下了饭钱，正想回去自己的摊子工作，不料几匹横行的快马差点没将他踩成肉泥；要不是湛无拘拉得快，老江若是没被给踩死，也会被鞭子挥出见骨的血痕。,老江放下了饭钱，正想回去自己的摊子工作，不料几匹横行的快马差点将他踩成肉泥；要不是湛无拘拉得快，老江若是没被给踩死，也会被鞭子挥出见骨的血痕。
1,“他叫丁皓，少年时代他曾是杀人入狱七年；他的保全公司员工全是流氓出身、服刑出来的人；他住的地方在凌月巷；他的屋子比猪窝还不如；他长相凶恶，我第一眼见到他差点没吓晕，他全身甚至没有一块完整的皮肤；刀痕、伤痕满布。,“他叫丁皓，少年时代他曾是杀人入狱七年；他的保全公司员工全是流氓出身、服刑出来的人；他住的地方在凌月巷；他的屋子比猪窝还不如；他长相凶恶，我第一眼见到他差点吓晕，他全身甚至没有一块完整的皮肤；刀痕、伤痕满布。
1,”满口的饭差点没喷出来。,”满口的饭差点喷出来。
1,于是，差点没嚎陶大哭的花解语被送出了海关，上了飞机，泪洒太平洋，直往美国飞去，到？,于是，差点嚎陶大哭的花解语被送出了海关，上了飞机，泪洒太平洋，直往美国飞去，到？
1,”然后也看到店主如丧考妣的脸泛青，差点没哭出来似的。,”然后也看到店主如丧考妣的脸泛青，差点哭出来似的。
1,”他将拳头往桌上一，却中了便当，英雄泪差点没流下……就见饭盒内的食物全数倒在桌上以及桌下，一把火当场烧了起来，凶狠的指向无辜的常夕汐——“都是你害的！,”他将拳头往桌上一，却中了便当，英雄泪差点流下……就见饭盒内的食物全数倒在桌上以及桌下，一把火当场烧了起来，凶狠的指向无辜的常夕汐——“都是你害的！
1,陈其俊差点没对“三国演义”三跪九叩，在林如月替他做晚饭之时，他知道，他一辈子求的，就是这种生活。,陈其俊差点对“三国演义”三跪九叩，在林如月替他做晚饭之时，他知道，他一辈子求的，就是这种生活。
1,”她差点没从床上掉下来，“拜托哟，那人见到我时，我可是一身男装。,”她差点从床上掉下来，“拜托哟，那人见到我时，我可是一身男装。
1,一分钟前的男性气概消失无踪，他莫名其妙地想了一下，差点没笑出来。,一分钟前的男性气概消失无踪，他莫名其妙地想了一下，差点笑出来。
1,”“多多”嗅了嗅楚琳，口水差点没掉下来。,”“多多”嗅了嗅楚琳，口水差点掉下来。
1,敏王爷气得差点没吐血，而现在还查不出究竟是谁带走了……”突然，他的视线诧异的停在不远处。,敏王爷气得差点吐血，而现在还查不出究竟是谁带走了……”突然，他的视线诧异的停在不远处。
1,”驭海英唆的下巴差点儿没落下！,”驭海英唆的下巴差点儿落下！
1,”驭火一听，眼珠子差点儿没掉出来。,”驭火一听，眼珠子差点儿掉出来。
1,当那个定远侯跳崖时，她简直像疯了似的，差点没从大石头顶上摔下来。,当那个定远侯跳崖时，她简直像疯了似的，差点从大石头顶上摔下来。
1,”他不再让她妥协，压住她的左手，拉开她的右手，披肩一下子落地，这回轮到诺斯惊得倒退，差点没跌坐在地上。,”他不再让她妥协，压住她的左手，拉开她的右手，披肩一下子落地，这回轮到诺斯惊得倒退，差点跌坐在地上。
1,”她差点没从椅子上跌下来。,”她差点从椅子上跌下来。
1,太苍看着眼前这女子奇差无比的“表现”，错谔得眼珠子差点儿没凸出来。,太苍看着眼前这女子奇差无比的“表现”，错谔得眼珠子差点儿凸出来。
1,今天早上，她原本以为自己这次难逃被遗送至英国的命运，没想到老爸竟然像吃错药似的，告诉她可以不用去英国，让她高兴得差点没从饭桌上跌下来。,今天早上，她原本以为自己这次难逃被遗送至英国的命运，没想到老爸竟然像吃错药似的，告诉她可以不用去英国，让她高兴得差点从饭桌上跌下来。
1,可是雷德这头烂狮子不但不带她离开，反而还准备将她软禁起来，气得她差点没吐血。,可是雷德这头烂狮子不但不带她离开，反而还准备将她软禁起来，气得她差点吐血。
1,”他轻柔的戏谴声令她一瞬间感到天旋地转，差点没晕倒在他怀中。,”他轻柔的戏谴声令她一瞬间感到天旋地转，差点晕倒在他怀中。
1,这位看起来柔弱的小女人还真不是普通的泼辣、暴力，她的拳头打得他快痛死了，骨头差点没散掉。,这位看起来柔弱的小女人还真不是普通的泼辣、暴力，她的拳头打得他快痛死了，骨头差点散掉。
1,”雷德的下巴差点没掉下来，刚才怎会没有发现丽莎躲在他车上？,”雷德的下巴差点掉下来，刚才怎会没有发现丽莎躲在他车上？
1,”何世昌在一旁听得差点没呕血出来，“……嗯，五千两加四千两，”她居然当场清点起银票来了，“再加六千两、两千两……咦？,”何世昌在一旁听得差点呕血出来，“……嗯，五千两加四千两，”她居然当场清点起银票来了，“再加六千两、两千两……咦？
1,”羽仙恼怒地瞪向那多嘴多舌的搅局者，那人一见羽仙倾城容姿，差点没滴口水下来，害得她原本就低落的食欲降到荡然无存的境界。,”羽仙恼怒地瞪向那多嘴多舌的搅局者，那人一见羽仙倾城容姿，差点滴口水下来，害得她原本就低落的食欲降到荡然无存的境界。
1,“你这调皮的小家伙快吓坏我了，一听见你没人保护就自行离开，差点没教我急疯，娶你当老婆铁定短寿十年以上！,“你这调皮的小家伙快吓坏我了，一听见你没人保护就自行离开，差点教我急疯，娶你当老婆铁定短寿十年以上！
1,”柱华嘴里的一口面差点没喷出来，“你是升定了？,”柱华嘴里的一口面差点喷出来，“你是升定了？
1,”敏姬一听有得玩，差点没鼓掌，其他三位新人，却有点心事。,”敏姬一听有得玩，差点鼓掌，其他三位新人，却有点心事。
1,”她差点没将我乱棍打出来。,”她差点将我乱棍打出来。
1,忽然阿玉伸手就拿掉了那张纸，而且拉得极之大力，吓了我一跳，差点没跌在地上。,忽然阿玉伸手就拿掉了那张纸，而且拉得极之大力，吓了我一跳，差点跌在地上。
1,她喜悦得差点没跳起来，凝神一看下去站在路对面榕树底下的，可不就是孙经武。,她喜悦得差点跳起来，凝神一看下去站在路对面榕树底下的，可不就是孙经武。
1,”宁波差点没落下泪来，“说来话长。,”宁波差点落下泪来，“说来话长。
1,以前我连暗疮治疗都教授在内，差点没做妇女杂志信箱主持人，现在什么都不管。,以前我连暗疮治疗都教授在内，差点做妇女杂志信箱主持人，现在什么都不管。
1,”解语张大嘴，眼珠子差点没突出来。,”解语张大嘴，眼珠子差点突出来。
1,”杏子斡一怔，笑得差点没落下泪来。,”杏子斡一怔，笑得差点落下泪来。
1,回到办公室，她走到梳妆间，对牢镜子，呆视，差点没惊呼出来。,回到办公室，她走到梳妆间，对牢镜子，呆视，差点惊呼出来。
1,真笑话，早一个月我在慕容家自由出入，差点没配条门匙做长期食客，现在居然要别人引见，真是此一时也，彼一时也。,真笑话，早一个月我在慕容家自由出入，差点配条门匙做长期食客，现在居然要别人引见，真是此一时也，彼一时也。
1,”她下巴差点没掉下来。,”她下巴差点掉下来。
1,”差点没说“滚”。,”差点说“滚”。
1,我哈哈大笑起来，差点没自酒吧的高凳上摔下。,我哈哈大笑起来，差点自酒吧的高凳上摔下。
1,”“一点不错，声泪俱下，五体投地，差点没叩头出血，我不在乎，我只要达到目的，只要小王阳得回视线，叫我天天求人都可以。,”“一点不错，声泪俱下，五体投地，差点叩头出血，我不在乎，我只要达到目的，只要小王阳得回视线，叫我天天求人都可以。
1,”勤勤忽然弯下腰笑，差点儿没笑得流出眼泪来。,”勤勤忽然弯下腰笑，差点儿笑得流出眼泪来。
1,我与汤姆一起在楼下与林会合，我们看了场荡气回肠的文艺片，汤姆差点没睡着，每隔三分钟便喃喃地说：“闷。,我与汤姆一起在楼下与林会合，我们看了场荡气回肠的文艺片，汤姆差点睡着，每隔三分钟便喃喃地说：“闷。
1,”我扮成认真的样子，肚子里也忍俊不禁，差点没笑出来。,”我扮成认真的样子，肚子里也忍俊不禁，差点笑出来。
1,我想他看得出来，每当他与我说话时，我不但肃然起敬，不但不敢调皮，差点没用文言文对答，双眼中倾慕之情是无法抑止的吧。,我想他看得出来，每当他与我说话时，我不但肃然起敬，不但不敢调皮，差点用文言文对答，双眼中倾慕之情是无法抑止的吧。
1,马大与我有同感，哭得站不起身，妈妈差点没昏过去。,马大与我有同感，哭得站不起身，妈妈差点昏过去。
1,他把双手插在衣袋里，“也许我就是爱你这一点老派——差点儿没在襟前插枝钢笔，或是在下腋别一条手绢。,他把双手插在衣袋里，“也许我就是爱你这一点老派——差点儿在襟前插枝钢笔，或是在下腋别一条手绢。
1,我仍把门一道道锁好了，开车赶回医院，一身大汗，差点没中暑。,我仍把门一道道锁好了，开车赶回医院，一身大汗，差点中暑。
1,兰兰在休息室，见到我，差点没向我摔花瓶过来。,兰兰在休息室，见到我，差点向我摔花瓶过来。
1,”差点没加一句“都是庸才。,”差点加一句“都是庸才。
1,”他终于回头看她且开了口说话，不过说的话差点没教她吐血。,”他终于回头看她且开了口说话，不过说的话差点教她吐血。
1,偶尔他开窍了些，她竟会开心得差点没手舞足蹈！,偶尔他开窍了些，她竟会开心得差点手舞足蹈！
1,微雅后悔得差点没咬舌自尽！,微雅后悔得差点咬舌自尽！
1,”叶亭的下巴差点没掉下来，月光的话太不可思议了。,”叶亭的下巴差点掉下来，月光的话太不可思议了。
